jabatan,instansi,unit_kerja,formasi,khusus_atau_disabilitas,penghasilan_min,penghasilan_max,kebutuhan,verifikasi
PERENCANA AHLI PERTAMA,Kementerian Perencanaan Pembangunan Nasional/Bappenas,"Kementerian PPN/BAPPENAS | Deputi Bidang Pemantauan, Evaluasi Dan Pengendalian Pembangunan | Direktorat Pemantauan, Evaluasi, Dan Pengendalian Pembangunan Sektoral",CPNS Penyandang Disabilitas,Ya,9.5,12.5,1,2
PERENCANA AHLI PERTAMA,Kementerian Perencanaan Pembangunan Nasional/Bappenas,"Kementerian PPN/BAPPENAS | Deputi Bidang Pemantauan, Evaluasi Dan Pengendalian Pembangunan | Direktorat Sistem dan Prosedur Pemantauan Evaluasi dan Pengendalian Pembangunan",CPNS Lulusan Terbaik,Tidak,9.5,12.5,1,5
PERENCANA AHLI PERTAMA,Kementerian Perencanaan Pembangunan Nasional/Bappenas,"Kementerian PPN/BAPPENAS | Deputi Bidang Pemantauan, Evaluasi Dan Pengendalian Pembangunan | Direktorat Pemantauan, Evaluasi, Dan Pengendalian Pembangunan Sektoral",CPNS Umum,Tidak,9.5,12.5,13,1369
PERENCANA AHLI PERTAMA,Kementerian Perencanaan Pembangunan Nasional/Bappenas,"Kementerian PPN/BAPPENAS | Deputi Bidang Pemantauan, Evaluasi Dan Pengendalian Pembangunan | Direktorat Sistem dan Prosedur Pemantauan Evaluasi dan Pengendalian Pembangunan",CPNS Umum,Tidak,9.5,12.5,2,13
PERENCANA AHLI PERTAMA,Kementerian Perencanaan Pembangunan Nasional/Bappenas,"Kementerian PPN/BAPPENAS | Deputi Bidang Pemantauan, Evaluasi Dan Pengendalian Pembangunan | Direktorat Pemantauan, Evaluasi, Dan Pengendalian Pembangunan Daerah",CPNS Umum,Tidak,9.5,12.5,7,137
SANDIMAN AHLI PERTAMA,Kementerian Pertahanan,Pertahanan Keamanan (Hankam) | TNI AD | KODAM IV/DIP | SANSIDAM,CPNS Umum,Tidak,2,5,2,10
SANDIMAN AHLI PERTAMA,Kementerian Pertahanan,Pertahanan Keamanan (Hankam) | TNI AD | KODAM XIV/HSN | SANSIDAM,CPNS Umum,Tidak,2,5,2,13
SANDIMAN AHLI PERTAMA,Kementerian Pertahanan,Pertahanan Keamanan (Hankam) | TNI AD | KODAM IM | SANSIDAM,CPNS Umum,Tidak,2,5,2,4
SANDIMAN AHLI PERTAMA,Kementerian Pertahanan,Pertahanan Keamanan (Hankam) | TNI AD | PUSSANSIAD,CPNS Umum,Tidak,2,5,5,8
SANDIMAN AHLI PERTAMA,Kementerian Pertahanan,Pertahanan Keamanan (Hankam) | TNI AD | KODAM XVII/CEN | SANSIDAM,CPNS Umum,Tidak,2,5,2,0
SANDIMAN AHLI PERTAMA,Kementerian Pertahanan,Pertahanan Keamanan (Hankam) | TNI AD | KODAM VI/MLW | SANSIDAM,CPNS Umum,Tidak,2,5,2,6
SANDIMAN AHLI PERTAMA,Kementerian Pertahanan,Pertahanan Keamanan (Hankam) | TNI AD | KODAM XVI/PTM | SANSIDAM,CPNS Umum,Tidak,2,5,2,0
SANDIMAN AHLI PERTAMA,Kementerian Pertahanan,Pertahanan Keamanan (Hankam) | TNI AD | KODAM XVIII/KSR | SANSIDAM,CPNS Umum,Tidak,2,5,2,2
SANDIMAN AHLI PERTAMA,Kementerian Pertahanan,Pertahanan Keamanan (Hankam) | TNI AD | KODAM III/SLW | SANSIDAM,CPNS Umum,Tidak,2,5,2,3
SANDIMAN AHLI PERTAMA,Kementerian Pertahanan,Pertahanan Keamanan (Hankam) | TNI AD | KODAM JAYA | SANSIDAM,CPNS Umum,Tidak,2,5,2,4
SANDIMAN AHLI PERTAMA,Kementerian Pertahanan,Pertahanan Keamanan (Hankam) | TNI AD | KODAM XII/TPR | SANSIDAM,CPNS Umum,Tidak,2,5,2,0
SANDIMAN AHLI PERTAMA,Kementerian Pertahanan,Pertahanan Keamanan (Hankam) | TNI AD | KODAM IX/UDY | SANSIDAM,CPNS Umum,Tidak,2,5,2,4
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pertanian,KEMENTERIAN PERTANIAN | BADAN STANDARDISASI INSTRUMEN PERTANIAN | PUSAT STANDARDISASI INSTRUMEN PETERNAKAN DAN KESEHATAN HEWAN | BALAI PENGUJIAN STANDAR INSTRUMEN UNGGAS DAN ANEKA TERNAK,CPNS Umum,Tidak,2.79,7.38,1,5
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pertanian,KEMENTERIAN PERTANIAN | SEKRETARIAT JENDERAL | PUSAT PERLINDUNGAN VARIETAS TANAMAN DAN PERIZINAN PERTANIAN,CPNS Umum,Ya,3,8,1,11
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pertanian,KEMENTERIAN PERTANIAN | BADAN STANDARDISASI INSTRUMEN PERTANIAN | BALAI BESAR PENERAPAN STANDAR INSTRUMEN PERTANIAN,CPNS Penyandang Disabilitas,Ya,2.79,7.38,1,0
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pertanian,KEMENTERIAN PERTANIAN | BADAN STANDARDISASI INSTRUMEN PERTANIAN | SEKRETARIAT BADAN STANDARDISASI INSTRUMEN PERTANIAN,CPNS Penyandang Disabilitas,Ya,2.79,7.38,1,0
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pertanian,KEMENTERIAN PERTANIAN | BADAN PENYULUHAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA PERTANIAN | BALAI PELATIHAN PERTANIAN JAMBI,CPNS Umum,Tidak,3.33,8.66,1,5
PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,Kementerian Pertanian,KEMENTERIAN PERTANIAN | DIREKTORAT JENDERAL PERKEBUNAN | SEKRETARIAT DIREKTORAT JENDERAL PERKEBUNAN,CPNS Putra/putri Kalimantan,Tidak,2.97,7.62,1,8
PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,Kementerian Pertanian,KEMENTERIAN PERTANIAN | DIREKTORAT JENDERAL PERKEBUNAN | SEKRETARIAT DIREKTORAT JENDERAL PERKEBUNAN,CPNS Umum,Tidak,2.97,7.62,4,212
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Otorita Ibu Kota Nusantara,OTORITA IBU KOTA NUSANTARA | SEKRETARIAT OTORITA IBU KOTA NUSANTARA | BIRO SUMBER DAYA MANUSIA DAN HUBUNGAN MASYARAKAT,CPNS Lulusan Terbaik,Ya,12,14.5,1,5
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Otorita Ibu Kota Nusantara,OTORITA IBU KOTA NUSANTARA | SEKRETARIAT OTORITA IBU KOTA NUSANTARA | BIRO SUMBER DAYA MANUSIA DAN HUBUNGAN MASYARAKAT,CPNS Umum,Ya,12,14.5,3,134
MANGGALA INFORMATIKA AHLI PERTAMA,Otorita Ibu Kota Nusantara,OTORITA IBU KOTA NUSANTARA | DEPUTI BIDANG TRANSFORMASI HIJAU DAN DIGITAL | DIREKTORAT DATA DAN KECERDASAN BUATAN,CPNS Umum,Ya,12,14.5,3,89
SANDIMAN AHLI PERTAMA,Pemerintah Aceh,"ACEH | DINAS KOMUNIKASI, INFORMATIKA DAN PERSANDIAN ACEH | BIDANG PERSANDIAN",CPNS Umum,Ya,3,3.2,3,65
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Aceh Besar,PEMERINTAH KABUPATEN ACEH BESAR | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA,CPNS Umum,Tidak,3.03,3.64,1,22
MANGGALA INFORMATIKA AHLI PERTAMA,Pemerintah Kab. Aceh Timur,PEMERINTAH KABUPATEN ACEH TIMUR | INSPEKTORAT DAERAH | INSPEKTORAT PEMBANTU I,CPNS Umum,Tidak,2,3.5,1,12
MANGGALA INFORMATIKA AHLI PERTAMA,Pemerintah Kab. Aceh Timur,PEMERINTAH KABUPATEN ACEH TIMUR | DINAS SYARIAT ISLAM | SEKRETARIAT DINAS SYARIAT ISLAM,CPNS Penyandang Disabilitas,Ya,2,3.5,1,2
MANGGALA INFORMATIKA AHLI PERTAMA,Pemerintah Kab. Aceh Timur,PEMERINTAH KABUPATEN ACEH TIMUR | DINAS PERKEBUNAN DAN PERTERNAKAN | SEKRETARIAT DINAS PERKEBUNAN DAN PETERNAKAN,CPNS Umum,Tidak,2,3.5,1,8
MANGGALA INFORMATIKA AHLI PERTAMA,Pemerintah Kab. Aceh Timur,PEMERINTAH KABUPATEN ACEH TIMUR | DINAS TANAMAN PANGAN DAN HORTIKULTURA | SEKRETARIAT DINAS TANAMAN PANGAN DAN HORTIKULTURA,CPNS Umum,Tidak,2,3.5,1,7
MANGGALA INFORMATIKA AHLI PERTAMA,Pemerintah Kab. Aceh Timur,PEMERINTAH KABUPATEN ACEH TIMUR | DINAS KOMUNIKASI DAN INFORMATIKA | BIDANG APLIKASI DAN TEKNOLOGI INFORMASI,CPNS Umum,Tidak,2,3.5,2,35
PERENCANA AHLI PERTAMA,Pemerintah Kab. Aceh Timur,PEMERINTAH KABUPATEN ACEH TIMUR | DINAS PENDIDIKAN DAN KEBUDAYAAN | SEKRETARIAT DINAS PENDIDIKAN DAN KEBUDAYAAN,CPNS Umum,Tidak,2,3.5,1,20
PERENCANA AHLI PERTAMA,Pemerintah Kab. Aceh Timur,PEMERINTAH KABUPATEN ACEH TIMUR | INSPEKTORAT DAERAH | SEKRETARIAT INSPEKTORAT DAERAH,CPNS Umum,Tidak,2,3.5,1,8
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Alor,Pemerintah Kabupaten Alor | Badan Kepegawaian dan Pengembangan Sumber Daya Manusia,CPNS Umum,Ya,2.79,3.5,2,18
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Alor,Pemerintah Kabupaten Alor | Sekretariat Daerah | Asisten Administrasi Umum | Bagian Organisasi,CPNS Umum,Ya,2.79,3.5,1,7
SANDIMAN AHLI PERTAMA,Pemerintah Kab. Alor,Pemerintah Kabupaten Alor | Dinas Komunikasi Dan Informatika,CPNS Umum,Ya,2.79,3.5,1,2
SANDIMAN AHLI PERTAMA,Pemerintah Kab. Balangan,"PEMERINTAH KABUPATEN BALANGAN | DINAS KOMUNIKASI, INFORMATIKA, STATISTIK DAN PERSANDIAN",CPNS Umum,Tidak,2.79,8.58,1,3
PERENCANA AHLI PERTAMA,Pemerintah Kab. Banggai,Pemerintah Kabupaten Banggai | Dinas Pemadam Kebakaran dan Penyelamatan | Sekretaris Dinas Pemadam Kebakaran dan Penyelamatan | Sub Bagian Perencanaan dan Keuangan,CPNS Umum,Ya,3.2,5.26,2,22
PERENCANA AHLI PERTAMA,Pemerintah Kab. Banggai,Pemerintah Kabupaten Banggai | Badan Perencanaan dan Pembangunan Daerah | Bidang Infrastruktur dan Lingkungan Hidup,CPNS Umum,Ya,3.2,5.26,1,9
PERENCANA AHLI PERTAMA,Pemerintah Kab. Banggai,Pemerintah Kabupaten Banggai | Badan Perencanaan dan Pembangunan Daerah | Bidang Perencanaan Ekonomi,CPNS Umum,Ya,3.2,5.26,1,11
PERENCANA AHLI PERTAMA,Pemerintah Kab. Banggai,"Pemerintah Kabupaten Banggai | Badan Perencanaan dan Pembangunan Daerah | Bidang Perencanaan Umum, Pengendalian dan Evaluasi",CPNS Umum,Ya,3.2,5.26,1,8
PERENCANA AHLI PERTAMA,Pemerintah Kab. Banggai,Pemerintah Kabupaten Banggai | Badan Perencanaan dan Pembangunan Daerah | Bidang Perencanaan Pembangunan Manusia dan Masyarakat,CPNS Umum,Ya,3.2,5.26,1,8
PERENCANA AHLI PERTAMA,Pemerintah Kab. Banggai,Pemerintah Kabupaten Banggai | Badan Perencanaan dan Pembangunan Daerah | Bidang Perencanaan Pemerintahan dan Sosial Budaya,CPNS Umum,Ya,3.2,5.26,1,13
PERENCANA AHLI PERTAMA,Pemerintah Kab. Banggai,Pemerintah Kabupaten Banggai | Badan Perencanaan dan Pembangunan Daerah | Sekretaris Badan Perencanaan dan Pembangunan Daerah,CPNS Umum,Ya,3.2,5.26,2,34
PERENCANA AHLI PERTAMA,Pemerintah Kab. Banggai,Pemerintah Kabupaten Banggai | Sekretariat Daerah | Asisten Administrasi Umum | Bagian Perencanaan dan Keuangan,CPNS Umum,Ya,3.2,5.26,1,11
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Banggai Kepulauan,Pemerintah Kabupaten Banggai Kepulauan | Dinas Sosial | Sekretariat Dinas Sosial | Sub Bagian Umum dan Kepegawaian,CPNS Penyandang Disabilitas,Ya,2.9,3.5,1,0
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Banggai Kepulauan,Pemerintah Kabupaten Banggai Kepulauan | Dinas Sosial | Sekretariat Dinas Sosial | Sub Bagian Umum dan Kepegawaian,CPNS Umum,Ya,2.9,3.5,1,3
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Banggai Kepulauan,Pemerintah Kabupaten Banggai Kepulauan | Badan Perencanaan Pembangunan Daerah dan Penelitian Pengembangan | Sekretariat Badan Perencanaan Pembangunan Daerah dan Penelitian Pengembangan | Sub Bagian Umum dan Kepegawaian,CPNS Umum,Ya,2.9,3.5,2,14
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Banggai Laut,"PEMERINTAH KAB. BANGGAI LAUT | BADAN PERENCANAAN PEMBANGUNAN, RISET DAN INOVASI DAERAH | SEKRETARIAT BADAN PERENCANAAN PEMBANGUNAN, RISET DAN INOVASI DAERAH | SUB BAGIAN UMUM DAN KEPEGAWAIAN",CPNS Umum,Tidak,3,4.5,1,7
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Banggai Laut,"PEMERINTAH KAB. BANGGAI LAUT | DINAS KOPERASI, PERINDUSTRIAN DAN PERDAGANGAN | SEKRETARIAT DINAS KOPERASI, PERINDUSTRIAN DAN PERDAGANGAN | SUB BAGIAN UMUM DAN KEPEGAWAIAN",CPNS Umum,Tidak,3,4.5,1,8
PERENCANA AHLI PERTAMA,Pemerintah Kab. Banggai Laut,"PEMERINTAH KAB. BANGGAI LAUT | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA DAERAH | SEKRETARIAT BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA DAERAH | SUB BAGIAN PERENCANAAN, EVALUASI PELAPORAN, KEUANGAN DAN ASET",CPNS Umum,Tidak,3,4.5,1,13
PERENCANA AHLI PERTAMA,Pemerintah Kab. Banggai Laut,"PEMERINTAH KAB. BANGGAI LAUT | UPT RUMAH SAKIT UMUM DAERAH BANGGAI | BAGIAN UMUM | SUB BAGIAN PERENCANAAN, PROGRAM DAN EVALUASI",CPNS Umum,Tidak,3,4.5,1,4
PERENCANA AHLI PERTAMA,Pemerintah Kab. Banggai Laut,PEMERINTAH KAB. BANGGAI LAUT | BADAN PENGELOLAAN KEUANGAN DAN ASET DAERAH | BIDANG ASET DAERAH | SUB BIDANG INVENTARISASI DAN PERENCANAAN ASET,CPNS Umum,Tidak,3,4.5,1,5
PERENCANA AHLI PERTAMA,Pemerintah Kab. Banggai Laut,PEMERINTAH KAB. BANGGAI LAUT | DINAS PARIWISATA DAN KEBUDAYAAN | SEKRETARIAT DINAS PERIWISATA DAN KEBUDAYAAN,CPNS Umum,Tidak,3,4.5,1,6
PERENCANA AHLI PERTAMA,Pemerintah Kab. Banggai Laut,PEMERINTAH KAB. BANGGAI LAUT | DINAS PEMADAM KEBAKARAN DAN PENYELAMATAN | SEKRETARIAT DINAS PEMADAM KEBAKARAN DAN PENYELAMATAN | SUB BAGIAN KEUANGAN DAN ASET,CPNS Umum,Tidak,3,4.5,2,7
PERENCANA AHLI PERTAMA,Pemerintah Kab. Banggai Laut,PEMERINTAH KAB. BANGGAI LAUT | DINAS PERHUBUNGAN | SEKRETARIAT DINAS PERHUBUNGAN | SUB BAGIAN KEUANGAN DAN ASSET,CPNS Umum,Tidak,3,4.5,1,4
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Bangka,PEMERINTAH KABUPATEN BANGKA | DINAS KESEHATAN | SEKRETARIAT,CPNS Umum,Ya,2.79,4.79,1,3
MANGGALA INFORMATIKA AHLI PERTAMA,Pemerintah Kab. Bangka,"PEMERINTAH KABUPATEN BANGKA | DINAS KOMUNIKASI, INFORMATIKA DAN STATISTIK | BIDANG PERSANDIAN",CPNS Umum,Ya,2.79,4.79,2,11
SANDIMAN AHLI PERTAMA,Pemerintah Kab. Bangkalan,Pemerintah Kabupaten Bangkalan | Dinas Komunikasi dan Informatika,CPNS Umum,Ya,2.5,5,1,19
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Banyuasin,KABUPATEN BANYUASIN | DINAS LINGKUNGAN HIDUP | SEKRETARIAT DINAS LINGKUNGAN HIDUP | SUB BAGIAN ADMINISTRASI KEPEGAWAIAN DAN UMUM,CPNS Penyandang Disabilitas,Ya,2.23,2.79,1,1
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Banyuasin,KABUPATEN BANYUASIN | DINAS LINGKUNGAN HIDUP | SEKRETARIAT DINAS LINGKUNGAN HIDUP | SUB BAGIAN ADMINISTRASI KEPEGAWAIAN DAN UMUM,CPNS Umum,Ya,2.23,2.79,2,36
MANGGALA INFORMATIKA AHLI PERTAMA,Pemerintah Kab. Banyuasin,"KABUPATEN BANYUASIN | DINAS KOMUNIKASI , INFORMATIKA, STATISTIK DAN PERSANDIAN | BIDANG PERSANDIAN",CPNS Umum,Ya,2.79,4.58,1,4
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Banyumas,Pemerintah Kabupaten Banyumas | DINAS PERUMAHAN DAN KAWASAN PEMUKIMAN | SEKRETARIAT DINAS PERUMAHAN DAN KAWASAN PEMUKIMAN | SUB BAGIAN UMUM DAN KEPEGAWAIAN,CPNS Umum,Ya,3.2,5.2,1,152
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Barito Selatan,KABUPATEN BARITO SELATAN | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | BIDANG PENGEMBANGAN SUMBER DAYA MANUSIA,CPNS Penyandang Disabilitas,Ya,3,5,1,0
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Barito Selatan,KABUPATEN BARITO SELATAN | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | BIDANG KEPEGAWAIAN,CPNS Penyandang Disabilitas,Ya,3,5,1,0
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Barito Selatan,KABUPATEN BARITO SELATAN | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | BIDANG PENGEMBANGAN SUMBER DAYA MANUSIA,CPNS Umum,Tidak,3,5,3,9
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Barito Selatan,KABUPATEN BARITO SELATAN | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | BIDANG KEPEGAWAIAN,CPNS Umum,Tidak,3,5,3,13
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Barito Selatan,KABUPATEN BARITO SELATAN | SEKRETARIAT DAERAH | ASISTEN ADMINISTRASI UMUM | BAGIAN ORGANISASI,CPNS Umum,Tidak,3,5,3,23
PERENCANA AHLI PERTAMA,Pemerintah Kab. Barito Selatan,KABUPATEN BARITO SELATAN | BADAN PERENCANAAN PEMBANGUNAN DAERAH | SEKRETARIAT,CPNS Umum,Tidak,3,5,1,11
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Barito Utara,PEMERINTAH KABUPATEN BARITO UTARA | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA,CPNS Umum,Ya,2.79,4.58,1,3
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Barito Utara,PEMERINTAH KABUPATEN BARITO UTARA | SEKRETARIAT DAERAH,CPNS Umum,Ya,2.5,5,3,24
PERENCANA AHLI PERTAMA,Pemerintah Kab. Batang,PEMERINTAH KABUPATEN BATANG | DINAS PERHUBUNGAN | SEKRETARIAT,CPNS Umum,Ya,2.79,3.79,1,11
PERENCANA AHLI PERTAMA,Pemerintah Kab. Batang,PEMERINTAH KABUPATEN BATANG | DINAS PEMBERDAYAAN MASYARAKAT DAN DESA | SEKRETARIAT,CPNS Umum,Ya,2.79,3.79,1,16
PERENCANA AHLI PERTAMA,Pemerintah Kab. Batang,PEMERINTAH KABUPATEN BATANG | DINAS KETENAGAKERJAAN | SEKRETARIAT,CPNS Umum,Ya,2.79,3.79,1,17
PERENCANA AHLI PERTAMA,Pemerintah Kab. Batang,PEMERINTAH KABUPATEN BATANG | DINAS PENDIDIKAN DAN KEBUDAYAAN | SEKRETARIAT,CPNS Umum,Ya,2.79,3.79,1,10
PERENCANA AHLI PERTAMA,Pemerintah Kab. Batang,PEMERINTAH KABUPATEN BATANG | BADAN KESATUAN BANGSA DAN POLITIK | SEKRETARIAT,CPNS Umum,Ya,2.79,3.79,1,5
PERENCANA AHLI PERTAMA,Pemerintah Kab. Batang,PEMERINTAH KABUPATEN BATANG | DINAS LINGKUNGAN HIDUP | SEKRETARIAT,CPNS Umum,Ya,2.79,3.79,1,16
PERENCANA AHLI PERTAMA,Pemerintah Kab. Batang,"PEMERINTAH KABUPATEN BATANG | DINAS KELAUTAN, PERIKANAN DAN PETERNAKAN | SEKRETARIAT",CPNS Umum,Ya,2.79,3.79,1,11
PERENCANA AHLI PERTAMA,Pemerintah Kab. Batang,PEMERINTAH KABUPATEN BATANG | BADAN KEPEGAWAIAN DAERAH | SEKRETARIAT,CPNS Umum,Ya,2.79,3.79,1,13
PERENCANA AHLI PERTAMA,Pemerintah Kab. Batang,PEMERINTAH KABUPATEN BATANG | DINAS SOSIAL | SEKRETARIAT,CPNS Penyandang Disabilitas,Ya,2.79,3.79,1,1
PERENCANA AHLI PERTAMA,Pemerintah Kab. Batang,"PEMERINTAH KABUPATEN BATANG | BADAN PERENCANAAN, PENELITIAN DAN PENGEMBANGAN | BIDANG PEMERINTAHAN DAN PEMBANGUNAN MANUSIA",CPNS Umum,Ya,2.79,3.79,1,5
PERENCANA AHLI PERTAMA,Pemerintah Kab. Batang,PEMERINTAH KABUPATEN BATANG | DINAS KESEHATAN | SEKRETARIAT DINAS KESEHATAN,CPNS Umum,Ya,2.79,3.79,1,14
PERENCANA AHLI PERTAMA,Pemerintah Kab. Batang,PEMERINTAH KABUPATEN BATANG | SATUAN POLISI PAMONG PRAJA | SEKRETARIAT,CPNS Umum,Ya,2.79,3.79,1,4
PERENCANA AHLI PERTAMA,Pemerintah Kab. Batang,PEMERINTAH KABUPATEN BATANG | INSPEKTORAT DAERAH | SEKRETARIAT,CPNS Umum,Ya,2.79,3.79,1,6
PERENCANA AHLI PERTAMA,Pemerintah Kab. Batang,PEMERINTAH KABUPATEN BATANG | DINAS PARIWISATA KEPEMUDAAN DAN OLAHRAGA | SEKRETARIAT,CPNS Umum,Ya,2.79,3.79,1,15
PERENCANA AHLI PERTAMA,Pemerintah Kab. Batang,PEMERINTAH KABUPATEN BATANG | BADAN PENANGGULANGAN BENCANA DAERAH | SEKRETARIAT,CPNS Umum,Ya,2.79,3.79,1,11
PERENCANA AHLI PERTAMA,Pemerintah Kab. Batang,PEMERINTAH KABUPATEN BATANG | DINAS PERPUSTAKAAN DAN KEARSIPAN | SEKRETARIAT,CPNS Umum,Ya,2.79,3.79,1,33
PERENCANA AHLI PERTAMA,Pemerintah Kab. Batang,PEMERINTAH KABUPATEN BATANG | SEKRETARIAT DAERAH | ASISTEN PEREKONOMIAN DAN PEMBANGUNAN | BAGIAN ADMINISTRASI PEMBANGUNAN SETDA,CPNS Umum,Ya,2.79,3.79,1,8
PERENCANA AHLI PERTAMA,Pemerintah Kab. Batang,PEMERINTAH KABUPATEN BATANG | DINAS PANGAN DAN PERTANIAN | SEKRETARIAT,CPNS Umum,Ya,2.79,3.79,1,12
PERENCANA AHLI PERTAMA,Pemerintah Kab. Batang,PEMERINTAH KABUPATEN BATANG | SEKRETARIAT DPRD | BAGIAN UMUM DAN KEUANGAN,CPNS Umum,Ya,2.79,3.79,1,5
PERENCANA AHLI PERTAMA,Pemerintah Kab. Batang,PEMERINTAH KABUPATEN BATANG | DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL | SEKRETARIAT,CPNS Penyandang Disabilitas,Ya,2.79,3.79,1,0
PERENCANA AHLI PERTAMA,Pemerintah Kab. Batang,PEMERINTAH KABUPATEN BATANG | DINAS PEKERJAAN UMUM DAN PENATAAN RUANG | SEKRETARIAT,CPNS Umum,Ya,2.79,3.79,1,9
PERENCANA AHLI PERTAMA,Pemerintah Kab. Batang,PEMERINTAH KABUPATEN BATANG | DINAS KOMUNIKASI DAN INFORMATIKA | SEKRETARIAT,CPNS Umum,Ya,2.79,3.79,1,15
PERENCANA AHLI PERTAMA,Pemerintah Kab. Batang,PEMERINTAH KABUPATEN BATANG | DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU | SEKRETARIAT,CPNS Umum,Ya,2.79,3.79,1,11
PERENCANA AHLI PERTAMA,Pemerintah Kab. Batang,"PEMERINTAH KABUPATEN BATANG | BADAN PENGELOLAAN KEUANGAN, PENDAPATAN DAN ASET DAERAH | SEKRETARIAT",CPNS Umum,Ya,2.79,3.79,1,8
PERENCANA AHLI PERTAMA,Pemerintah Kab. Batang,"PEMERINTAH KABUPATEN BATANG | BADAN PERENCANAAN, PENELITIAN DAN PENGEMBANGAN | SEKRETARIAT",CPNS Umum,Ya,2.79,3.79,1,6
PERENCANA AHLI PERTAMA,Pemerintah Kab. Batang,"PEMERINTAH KABUPATEN BATANG | DINAS PEMBERDAYAAN PEREMPUAN, PERLINDUNGAN ANAK, PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA | SEKRETARIAT",CPNS Umum,Ya,2.79,3.79,1,27
PERENCANA AHLI PERTAMA,Pemerintah Kab. Batang,"PEMERINTAH KABUPATEN BATANG | DINAS PERINDUSTRIAN, PERDAGANGAN, KOPERASI DAN USAHA KECIL MENENGAH | SEKRETARIAT",CPNS Umum,Ya,2.79,3.79,1,17
PERENCANA AHLI PERTAMA,Pemerintah Kab. Batang,PEMERINTAH KABUPATEN BATANG | DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN | SEKRETARIAT,CPNS Umum,Ya,2.79,3.79,1,8
MANGGALA INFORMATIKA AHLI PERTAMA,Pemerintah Kab. Belitung Timur,"PEMERINTAH KABUPATEN BELITUNG TIMUR | DINAS KOMUNIKASI, INFORMATIKA, STATISTIK DAN PERSANDIAN | BIDANG KEAMANAN INFORMASI, PERSANDIAN DAN STATISTIK",CPNS Umum,Ya,2.8,3.7,1,13
